document	label
시킬 때마다 다릅니다 지금 바로 하면 40분에는 나갑니다.	0
음식은 어떻게 주문하나요?	1
할인 카드 받았습니다	0
보통 복도식이 스물다섯 평이 한 일억 삼천만 원 정도에 나와요	0
방문 쿠폰은 뭐예요?	1
5시간 5000원입니다	0
예 바꿔드릴게요	0
파마나 염색하면 커트 무료라던데 맞나요?	1
마늘치킨 잘 나가요	0
일반룸은 5만 원이고 스위트룸은 10만 원이에요	0
그럼 최대한 비슷하게 가능한가요?	1
10분 정도 걸려요	0
학생도 동일하게 성인 요금을 적용하고 있습니다	0
현재 시세 2억 정도에요	0
오후 1시에 굽는데 조금 기다려주시겠어요?	0
마지막 수업이라도 들어가려면 몇 시까지 와야하죠?	1
24평이랑 34평은 가격이 어떻게 되나요?	1
숙제 없을 때도 있습니까?	1
아래층에 계신 손님이 흡연하셔서 바로 주의 드렸어요	0
60% 넘어요	0
여기요	0
신발에 털 있는게 낫긴 낫죠?	1
이월 제품으로 좀 보고 싶은데요?	1
시계 밑에 비밀번호 적혀있어요	0
이 옷 소재는 어떻게 되나요?	1
24시간 영업합니다	0
아침 몇 시에 문 여세요?	1
이거는 얼마예요?	1
바비큐 요금은 따로 내야 하나요?	1
여학생들끼리 하는 수업 없어요?	1
#주소#하고 #주소#는 얼마씩?	1
네	0
20분 정도 기다리시면 됩니다.	0
여드름 피부, 스킨 있어요?	1
지금 머리 상태가 안좋은데 뿌리염색 가능할까요?	1
근데 이거는 나한테는 조금 큰데요?	1
굴 젓갈 있나요?	1
네, 지금 세일하고 있어요.	0
이 하얀색 동그란 알약이요	0
저쪽에 있습니다	0
결재할 때 카카오페이 가능한가요?	1
애들은 시간마다 달라서요	0
카드, 현금 다 상관없어요	0
네	0
수선도 하나요?	1
네, 토요일은 열어요	0
평당 20만 원쯤 할 겁니다	0
한 20분 정도 걸립니다	0
파티룸에 풍선장식을 하고 싶은데 가능한가요?	1
어디에 앉으면 되나요?	1
경희대가 제일 유명한가요?	1
예약 가능한가요?	1
냉동과일 아니고 생과일입니다	0
만 삼천 원이에요.	0
고구마 치즈 가격이 같아요	0
요즘 제철 과일은 포도에요.	0
한 줄 디자인 여기 많아요	0
아저씨, 지금 받는 데가 상인동이죠?	1
판교지역에 건물 매매 매물 있어요?	1
네, 현금하시면 십만 원 정도 입니다	0
기초 케어 제품은 어떤게 있나요?	1
여기 주세요	0
망상해수욕장 옆에 있어요	0
이번 주말 예약 가능한가요?	1
비빔밥은 가능합니다	0
네 커피 샌드위치 단품에 삼 천구백 원이에요?	1
물은 좌측 정수기에서 드시면 됩니다	0
딸기는 두 종류 있어요?	1
혹시 포인트적립 할 수 있나요?	1
4월 5일 금요일에는 1박은 가능하신데, 6일 토요일은 이미 마감되었어요	0
2500원이요	0
바나나가 초록색인데 아직 덜 익은거죠?	1
네 울 팔십이요	0
색상은 요거 하나뿐이에요?	1
이 가방 가죽인가요?	1
네 됩니다	0
여기 #주소#인데 배달되나요?	1
급매가 이억 삼천만 원이면, 원래는요?	1
공임비는 같이 결제 되는거죠?	1
페이 결제는 아직 신청하지 않았어요	0
지금은 없는데 바로 잘라드리겠습니다	0
네 열명 자리는 가능하실 것 같습니다	0
네 	0
곰국 금방 삶은거죠?	1
향이 조금 더 좋아서 이 헤어 오일을 많이 쓰세요	0
아연 영양제도 준비되어 있습니다	0
네 예약을 하셔야 돼요	0
맛있죠	0
혹시 바비큐 파티도 가능한가요?	1
기장이 짧게 변합니다	0
그렇게 하시려면 사태를 넣으셔야 해요	0
네, 만 원 결제했습니다	0
네 그렇게 해보세요	0
이거는 레자?	1
밀감 맛이 아주 달아요.	0
사과 한 박스에 얼마인가요?	1
저 끝으로 가시면 됩니다	0
부품이 남아있으면 무상이고 없으면 유상으로 가능합니다	0
#주소# 쪽에 나와있는 주택 몇 평이예요?	1
두달 정도 됐어요	0
사이즈업 되나요?	1
보쌈에 나오는 소스가 달라졌는데 이게 무슨 소스예요?	1
네 하나예요	0
비닐 떼지 마시고 그냥 착용해보세요	0
아직은 수박 철이 아니어서 값이 비싸요.	0
아니에요 다음에도 자주 이용해주세요	0
네	0
회사에 신고 다닐만한 구두 좀 보려고요	1
한 테이블 당 이용 시간이 정해져 있나요?	1
목이 긴 이런 겁니다	0
자리 가시면 거기서 주문 가능하세요	0
a 세트에 음료 2잔 추가 주문받았습니다	0
예, 앞으로 사과 값이 더 비싸질 거예요.	0
결제하시면 4,500원입니다.	0
네 지금 다 나가고 없어요	0
떡볶이 잘 나가요	0
계약서 작성은 언제 할 수 있어요?	1
현금으로 구입하시면 좀 더 저렴해요	0
바디워시는 둘 다 300미리에요	0
그거는 초등학교 2학년까지 들어요	0
중등부 교실이 302호 인가요?	1
장판을 새로 깔아주시나요?	1
보여주신 매물 아파트 이름이 뭡니까?	1
저녁 몇 시부터?	1
장기 대실은 하지 않아요	0
네	0
끈은 이게 한 종류죠? 긴 거 없죠?	1
못찾겠는데 어딨어요?	1
게임비 카드 결제되나요?	1
예, 그런 옷은 사이즈 충분히 맞아요	0
와퍼도 지금 세일하는 거 맞아요?	1
15층, 오션뷰에요	0
해당 염색 이벤트는 이제 종료되었습니다	0
이 투룸 월세는 얼마입니까?	1
여기 혹시 비상구는 따로 어디에 있나요?	1
여기 독서실은 어떻게 이용하면 돼요?	1
그래도 금액은 온라인 더 싸지 않아요?	1
원장님, 단발머리 기장인데 파마하려면 얼마 정도 들어요?	1
새우버거 단품이 얼마죠?	1
액상으로 된 치크는 없나요?	1
진로를 하면 고등학교에서 시작하는 경우도 있나요?	1
한 되에 2만 5천원이요.	0
피자 배달되나요?	1
쇼케이스에 진열된 병음료를 제외한 모든 음료 주문 가능해요	0
그럼 요 제품도 사이즈가 작나요?	1
종목은 삼구하고 사구 있어요	0
네, 파마 가능합니다	0
전부 순한 라인이라 독하게는 안 나와요. 향 진한 거 쓰면 기침 나고 재채기 나서 못 쓰거든요	0
그럼 총 얼마인가요?	1
가게 앞에는 주차를 못하나요?	1
파마하고 2주 뒤에는 염색해도 될까요?	1
그 조끼 이만 구천 원인데, 올 봄에 입기 괜찮아요	0
네 마음껏 발라보세요	0
조끼는 어딨어요?	1
애플파이는 여기에 있어요	0
만 오천 원대부터 시작해서 이만 오천 원까지 있습니다	0
거스름돈 여기 있습니다	0
네 알겠습니다	0
집에서 하는 거랑 학원에 나와서 하는 거랑 차이가 있나요?	1
네이버로 예약하면 할인되는 그런 건 없죠?	1
일억 삼천이요	0
패키지에 머리 영양도 들어가요?	1
치킨덮밥이에요	0
네, 포장 준비해 드리겠습니다.	0
지금은 보통 여섯 시까지 하고 있고요	0
돈가스에다가 김치랑 소스 끓인거를 부어가지고 약간 찌개 느낌으로 밥이랑 같이 드시는 메뉴에요	0
테이크아웃컵을 실내에서는 사용 못하게 되어 있어요?	1
여기 컵라면도 팔죠?	1
한달에 성인분들은 십삼만원이에요	0
당연하죠	0
네	0
예	0
네, 거긴 오래 됐어요	0
네, 내일, 모레까지 예약이 꽉 차 있어요	0
네 그것도 깔끔하게 나온 라인이고 진주 있는 신상도 잘 나가요	0
그 옷은 프라다 원단이라서 그래요	0
평당 5백만 원입니다	0
염색 후에 드라이까지 하면 시간이 얼마나 걸리나요?	1
저학년부터도 해요	0
삼성페이 결제 가능한가요?	1
돈가스용으로 안심이 있어요	0
그 청바지는 사만 이천 원이에요	0
네, 고객님 위치 확인하시고 가시면 됩니다	0
반찬 너무 맛있는데 좀 파시면 안 돼요?	1
네 주문받습니다	0
네, 쿠션은 호수에 따라 색상이 다르니까요	0
그릇은 일회용이에요?	1
열시에서 여덟시까지 영업해요?	1
검은 머리 맞추려면 지금 일반 화학성이 들어간 염색을 할 수밖에 없어요	0
그럼 이쪽에서 결제 도와드리겠습니다	0
네	0
네	0
150 정도도 있지만 접근성이 좀 안 좋아서 맘에 드실는지요	0
이건 디자인이 굉장히 화려한데요?	1
빵은 언제 생산된 건가요?	1
언제 오픈하나요?	1
네 현금으로 결제하실 경우에 할인해드리고 있습니다	0
이거 260 있나요	1
이런 수업은 추가 요금 있어요?	1
한번 매볼게요	1
#주소# 얼마예요?	1
아뇨 한 권 끝나고 다음 거 하고요	0
네, 케이크랑 초, 같이 포장할게요	0
네 10시에요	0
99사이즈 보다 더 큰 사이즈 바지는 없어요?	1
가져왔는데 한번 넣어봐도 될까요?	1
김밥 단체 주문 같은 거 받아요?	1
파마하면 언제 염색 가능해요?	1
요즘 많이 자르는 커트가 어떤 거예요?	1
여기에서 모임도 가능한가요?	1
네 알겠습니다	0
세트 하나 드릴게요	0
네 국산입니다	0
이십삼만 원입니다	0
네 장기복용하셔야 돼요	0
현금으로 하면 좀 깎아주나요?	1
예 그 두 옷 모두 프리사이즈예요	0
네 5개 모으면 사이드 나가고 8개 모으면 오리지날 미디엄 피자 12개는 오리지날 라지 피자 이렇게 나가거든요	0
와이파이 비밀번호는 테이블에 적혀있습니다	0
코스요리나 요리로 해서 식사하기도 하고요	0
설 쉬고 나서 과일은 많이 안 나가죠?	1
킬로로 판매해서 1킬로부터 가능합니다	0
얼그레이 향이 좀 있겠네요?	1
굴국밥 저런게 잘 나가요?	1
네 아파트 단지 안에 하나 있어요	0
객실 전망은 바다가 보이는 곳으로 되나요?	1
네 얼마예요?	1
당근 케이크 얼마에요?	1
네, 선물용으로 좋아요	0
알겠습니다	0
야채 들어가요	0
허리띠도 수선 가능한가요?	1
비용이 어떨까요?	1
1.2L인가요?	1
빵마다 다른데, 12시 전에 모든 빵이 나와요	0
독서실 하루 이용권도 있나요?	1
그 가방은 국산이에요	0
창문 쪽에 있어요	0
조식은 무료로 제공되나요?	1
네 있어요	0
금귤은 한 통에 오천 원이에요	0
방학 같은 경우에는 매일 수업이 있고요 복습과 선행 위주로 수업이 진행됩니다	0
옆에 보시는 반지가 제일 인기 있습니다	0
네 아이랑 얘기해보고 다시 방문할게요	1
네 아니에요	0
대가족이 이동해서 귀중품 보관도 가능한가요?	1
네 	0
10만 원이에요	0
더 보고 싶은데 괜찮은 매물 또 없어요?	1
한 줄에 얼마죠?	1
수제 맥주는 여기서 직접 만든 거에요?	1
네, 색상은 그 가방 하나예요	0
떡볶이랑 순대 튀김 1인분씩 얼마인가요?	1
뮬 슬리퍼 종류는 더 없나요? 엄마가 이런 디자인을 좋아하시거든요	1
네, 따뜻한 물 준비해드리게습니다	0
하루 전이나 한 4~5시간 정도 전에 전화주시면 됩니다	0
뿌리 염색하는 거는 얼마예요?	1
네	0
네 이쪽으로 오셔서 결제 부탁드립니다	0
얼마죠?	1
0.4프로인데 조절 가능합니다. 	0
기본을 좀 배워두면 나중에 본인이 좋아하는 곡도 맘대로 연주할 수 있고 그렇겠죠?	1
그거는 안해봤는데 모르겠어요	0
3명이 오시면 2명은 침대에서 주무시고 한 명은 이불깔고 주무셔야 해요	0
슬립온은 지금 봄 상품이 많이 없거든요	0
따로 관리를 해야할 거 같은데 고등부는 과목당 40만 원이에요	0
컴퓨터 사양은 어떻게 돼요?	1
5천원입니다	0
네, 할인은 이월 이십팔일까지 되세요	0
소고기는 소불고기용으로 한 근에 얼마에요?	1
그럼, 월수만 할 경우에는 어떻게 해요?	1
금연실 2개와 흡연실 1개 있어요	0
가죽은 아닌데 괜찮은 재질이예요	0
저 립은 그 소스 발라서 오븐에 구워 먹는 거예요?	1
천 원인데 일인분당 오백 원씩 더 붙어요	0
저기 만 원짜리 인기 좋습니다	0
아이스 아메리카노 샷 추가 가능한가요?	1
네 수면 성분 있습니다	0
이 아파트는 보증금과 월세는 얼마인가요?	1
요 여름제품은 세일하나요?	1
네, 직접 만들어서 판매합니다	0
와이파이 비밀번호는 어디에 있어요?	1
에이에스는 다 돼요?	1
알겠어요 기침약이랑 소화제 드릴게요	0
이런 거는 사이즈가?	1
제주도 땅은 300평에 얼마인가요?	1
체험하는 거는 일주일 하고 있어요	0
네 노지귤이예요.	0
지금 4900원 할인하고 있는 거예요	0
네 2019년 트렌드 정장에도 괜찮고 여행용으로도 괜찮아요	0
5분 정도 기다리시면 됩니다	0
둘이 왔는데 한 잔만 좀 시켜도 돼요?	1
보통층이에요	0
이런 거는 얼마예요?	1
매매는 언제쯤 하는 게 좋아요?	1
비상구는 어느 쪽에 있나요?	1
다른 브랜드보다 좀 크게 나오긴 했어요	0
대략 10명 정도에요	0
저녁에는 주차 여기다 해도 괜찮아요?	1
네	0
투 플러스 원 행사예요	0
가격대도 무난하네요 그죠?	1
혁신도시를 잘 모르는 분들은 비전스퀘어 하시는데, 주거가 없어서 주말에는 상권이 관리비 감당하기도 힘들어져요. 그럼 임대 들어간 사람이 피해를 보죠	0
그러면 아이론 시술을 받으면 되나요?	1
포장비 따로 안드려도 되는거죠?	1
네, 가능합니다. 	0
이것도 가죽인가요?	1
찍어 먹는 소스는 뭐 주시나요?	1
등급이 어떻게 되요?	1
요즘은 앙버터 잘 나가고 있어요	0
배달 주문하면 얼마쯤 소요되나요?	1
10평 중후반대의 매물이 괜찮겠네요	0
네	0
그럼 그것과 음료는 리필되나요?	1
배의 개수가 다 달라요?	1
가져가시기 편하도록 봉투에 담아 드릴께요.	0
샷 한 번만 넣으면 되나요?	1
한 되 하면 몇 조각 나와요	1
한 시간에 15명 정도요	0
리코더도 가르쳐주시나요?	1
조식은 따로 비용 내야 하는 거죠?	1
여기 음식 해먹으려면 어디로 가야 돼요?	1
할머니들 신는 이렇게 앵글이라케야 되나 단화 발목까지 오는 거 있잖아요?	1
비닐하우스 다 쳐놔서 하우스 안에 들어가면 따뜻해요. 지난주부터 손님들 다 거기서 잡숫고 그래요	0
닭개장하고 닭곰탕이에요	0
15층 1501호예요	0
시술 시간은 얼마나 걸릴까요	1
이 제품 곤색이 있나요?	1
네 제가 직접 디자인이랑 제작 다 해요	0
오늘 16명 자리를 예약할 수 있나요? 	1
헤이즐넛도 시럽이에요?	1
청소년들은 몇시까지 이용할 수 있나요?	1
지은 지 꽤 된 것 같은데 언제 지어졌죠?	1
네, 돼지고기도 다 국산이에요	0
검은색 미니 토드백이 무난하니 제일 잘 나가요	0
저녁에 바비큐도 가능한가요?	1
청소 할 땐 객실에서 나가 있어야 하나요?	1
저 조끼 현금가로 11만 9천 원이에요	0
다 잘 어울리지만 이게 더 잘 어울립니다. 	0
네 잠시만 기다려 주세요	0
#주소# 말고는 없어요?	1
이불 세탁해줘요?	1
잠시만 기다려주세요	0
삼겹살은 두꺼운 게 더 맛있어요?	1
오늘 만든 겁니다.	0
접시에 담긴 건 다 드셔봐도 돼요	0
혹시 카드도 되나요?	1
478000원요	0
주차장 1시간에 얼마인가요?	1
